image_path,stamp_id,source_file,angle,gt_date,gt_country,gt_direction,label_confidence
images/stamp1362_rot000.png,stamp1362,clean_stamps_cropped/stamp1362.png,0,2022-06-20,SSD,ENTRY,high
images/stamp1362_rot020.png,stamp1362,clean_stamps_cropped/stamp1362.png,20,2022-06-20,SSD,ENTRY,high
images/stamp1362_rot045.png,stamp1362,clean_stamps_cropped/stamp1362.png,45,2022-06-20,SSD,ENTRY,high
images/stamp1362_rot075.png,stamp1362,clean_stamps_cropped/stamp1362.png,75,2022-06-20,SSD,ENTRY,high
images/stamp1362_rot090.png,stamp1362,clean_stamps_cropped/stamp1362.png,90,2022-06-20,SSD,ENTRY,high
images/stamp1362_rot180.png,stamp1362,clean_stamps_cropped/stamp1362.png,180,2022-06-20,SSD,ENTRY,high
images/stamp1362_rot220.png,stamp1362,clean_stamps_cropped/stamp1362.png,220,2022-06-20,SSD,ENTRY,high
images/stamp1408_rot000.png,stamp1408,clean_stamps_cropped/stamp1408.png,0,2023-09-27,ESP,ENTRY,high
images/stamp1408_rot020.png,stamp1408,clean_stamps_cropped/stamp1408.png,20,2023-09-27,ESP,ENTRY,high
images/stamp1408_rot045.png,stamp1408,clean_stamps_cropped/stamp1408.png,45,2023-09-27,ESP,ENTRY,high
images/stamp1408_rot075.png,stamp1408,clean_stamps_cropped/stamp1408.png,75,2023-09-27,ESP,ENTRY,high
images/stamp1408_rot090.png,stamp1408,clean_stamps_cropped/stamp1408.png,90,2023-09-27,ESP,ENTRY,high
images/stamp1408_rot180.png,stamp1408,clean_stamps_cropped/stamp1408.png,180,2023-09-27,ESP,ENTRY,high
images/stamp1408_rot220.png,stamp1408,clean_stamps_cropped/stamp1408.png,220,2023-09-27,ESP,ENTRY,high
images/stamp1479_rot000.png,stamp1479,clean_stamps_cropped/stamp1479.png,0,2016-04-06,THA,ENTRY,high
images/stamp1479_rot020.png,stamp1479,clean_stamps_cropped/stamp1479.png,20,2016-04-06,THA,ENTRY,high
images/stamp1479_rot045.png,stamp1479,clean_stamps_cropped/stamp1479.png,45,2016-04-06,THA,ENTRY,high
images/stamp1479_rot075.png,stamp1479,clean_stamps_cropped/stamp1479.png,75,2016-04-06,THA,ENTRY,high
images/stamp1479_rot090.png,stamp1479,clean_stamps_cropped/stamp1479.png,90,2016-04-06,THA,ENTRY,high
images/stamp1479_rot180.png,stamp1479,clean_stamps_cropped/stamp1479.png,180,2016-04-06,THA,ENTRY,high
images/stamp1479_rot220.png,stamp1479,clean_stamps_cropped/stamp1479.png,220,2016-04-06,THA,ENTRY,high
images/stamp171_rot000.png,stamp171,clean_stamps_cropped/stamp171.png,0,2017-09-29,PRY,ENTRY,high
images/stamp171_rot020.png,stamp171,clean_stamps_cropped/stamp171.png,20,2017-09-29,PRY,ENTRY,high
images/stamp171_rot045.png,stamp171,clean_stamps_cropped/stamp171.png,45,2017-09-29,PRY,ENTRY,high
images/stamp171_rot075.png,stamp171,clean_stamps_cropped/stamp171.png,75,2017-09-29,PRY,ENTRY,high
images/stamp171_rot090.png,stamp171,clean_stamps_cropped/stamp171.png,90,2017-09-29,PRY,ENTRY,high
images/stamp171_rot180.png,stamp171,clean_stamps_cropped/stamp171.png,180,2017-09-29,PRY,ENTRY,high
images/stamp171_rot220.png,stamp171,clean_stamps_cropped/stamp171.png,220,2017-09-29,PRY,ENTRY,high
images/stamp21_rot000.png,stamp21,clean_stamps_cropped/stamp21.png,0,2024-12-14,ETH,ENTRY,high
images/stamp21_rot020.png,stamp21,clean_stamps_cropped/stamp21.png,20,2024-12-14,ETH,ENTRY,high
images/stamp21_rot045.png,stamp21,clean_stamps_cropped/stamp21.png,45,2024-12-14,ETH,ENTRY,high
images/stamp21_rot075.png,stamp21,clean_stamps_cropped/stamp21.png,75,2024-12-14,ETH,ENTRY,high
images/stamp21_rot090.png,stamp21,clean_stamps_cropped/stamp21.png,90,2024-12-14,ETH,ENTRY,high
images/stamp21_rot180.png,stamp21,clean_stamps_cropped/stamp21.png,180,2024-12-14,ETH,ENTRY,high
images/stamp21_rot220.png,stamp21,clean_stamps_cropped/stamp21.png,220,2024-12-14,ETH,ENTRY,high
images/stamp240_rot000.png,stamp240,clean_stamps_cropped/stamp240.png,0,2019-11-09,MAR,EXIT,high
images/stamp240_rot020.png,stamp240,clean_stamps_cropped/stamp240.png,20,2019-11-09,MAR,EXIT,high
images/stamp240_rot045.png,stamp240,clean_stamps_cropped/stamp240.png,45,2019-11-09,MAR,EXIT,high
images/stamp240_rot075.png,stamp240,clean_stamps_cropped/stamp240.png,75,2019-11-09,MAR,EXIT,high
images/stamp240_rot090.png,stamp240,clean_stamps_cropped/stamp240.png,90,2019-11-09,MAR,EXIT,high
images/stamp240_rot180.png,stamp240,clean_stamps_cropped/stamp240.png,180,2019-11-09,MAR,EXIT,high
images/stamp240_rot220.png,stamp240,clean_stamps_cropped/stamp240.png,220,2019-11-09,MAR,EXIT,high
images/stamp264_rot000.png,stamp264,clean_stamps_cropped/stamp264.png,0,2003-05-21,CYM,ENTRY,high
images/stamp264_rot020.png,stamp264,clean_stamps_cropped/stamp264.png,20,2003-05-21,CYM,ENTRY,high
images/stamp264_rot045.png,stamp264,clean_stamps_cropped/stamp264.png,45,2003-05-21,CYM,ENTRY,high
images/stamp264_rot075.png,stamp264,clean_stamps_cropped/stamp264.png,75,2003-05-21,CYM,ENTRY,high
images/stamp264_rot090.png,stamp264,clean_stamps_cropped/stamp264.png,90,2003-05-21,CYM,ENTRY,high
images/stamp264_rot180.png,stamp264,clean_stamps_cropped/stamp264.png,180,2003-05-21,CYM,ENTRY,high
images/stamp264_rot220.png,stamp264,clean_stamps_cropped/stamp264.png,220,2003-05-21,CYM,ENTRY,high
images/stamp29_rot000.png,stamp29,clean_stamps_cropped/stamp29.png,0,2024-09-23,DEU,EXIT,med
images/stamp29_rot020.png,stamp29,clean_stamps_cropped/stamp29.png,20,2024-09-23,DEU,EXIT,med
images/stamp29_rot045.png,stamp29,clean_stamps_cropped/stamp29.png,45,2024-09-23,DEU,EXIT,med
images/stamp29_rot075.png,stamp29,clean_stamps_cropped/stamp29.png,75,2024-09-23,DEU,EXIT,med
images/stamp29_rot090.png,stamp29,clean_stamps_cropped/stamp29.png,90,2024-09-23,DEU,EXIT,med
images/stamp29_rot180.png,stamp29,clean_stamps_cropped/stamp29.png,180,2024-09-23,DEU,EXIT,med
images/stamp29_rot220.png,stamp29,clean_stamps_cropped/stamp29.png,220,2024-09-23,DEU,EXIT,med
images/stamp342_rot000.png,stamp342,clean_stamps_cropped/stamp342.png,0,2006-05-11,SVK,ENTRY,high
images/stamp342_rot020.png,stamp342,clean_stamps_cropped/stamp342.png,20,2006-05-11,SVK,ENTRY,high
images/stamp342_rot045.png,stamp342,clean_stamps_cropped/stamp342.png,45,2006-05-11,SVK,ENTRY,high
images/stamp342_rot075.png,stamp342,clean_stamps_cropped/stamp342.png,75,2006-05-11,SVK,ENTRY,high
images/stamp342_rot090.png,stamp342,clean_stamps_cropped/stamp342.png,90,2006-05-11,SVK,ENTRY,high
images/stamp342_rot180.png,stamp342,clean_stamps_cropped/stamp342.png,180,2006-05-11,SVK,ENTRY,high
images/stamp342_rot220.png,stamp342,clean_stamps_cropped/stamp342.png,220,2006-05-11,SVK,ENTRY,high
images/stamp416_rot000.png,stamp416,clean_stamps_cropped/stamp416.png,0,1988-11-17,MYS,EXIT,high
images/stamp416_rot020.png,stamp416,clean_stamps_cropped/stamp416.png,20,1988-11-17,MYS,EXIT,high
images/stamp416_rot045.png,stamp416,clean_stamps_cropped/stamp416.png,45,1988-11-17,MYS,EXIT,high
images/stamp416_rot075.png,stamp416,clean_stamps_cropped/stamp416.png,75,1988-11-17,MYS,EXIT,high
images/stamp416_rot090.png,stamp416,clean_stamps_cropped/stamp416.png,90,1988-11-17,MYS,EXIT,high
images/stamp416_rot180.png,stamp416,clean_stamps_cropped/stamp416.png,180,1988-11-17,MYS,EXIT,high
images/stamp416_rot220.png,stamp416,clean_stamps_cropped/stamp416.png,220,1988-11-17,MYS,EXIT,high
images/stamp479_rot000.png,stamp479,clean_stamps_cropped/stamp479.png,0,2018-02-06,ARG,EXIT,high
images/stamp479_rot020.png,stamp479,clean_stamps_cropped/stamp479.png,20,2018-02-06,ARG,EXIT,high
images/stamp479_rot045.png,stamp479,clean_stamps_cropped/stamp479.png,45,2018-02-06,ARG,EXIT,high
images/stamp479_rot075.png,stamp479,clean_stamps_cropped/stamp479.png,75,2018-02-06,ARG,EXIT,high
images/stamp479_rot090.png,stamp479,clean_stamps_cropped/stamp479.png,90,2018-02-06,ARG,EXIT,high
images/stamp479_rot180.png,stamp479,clean_stamps_cropped/stamp479.png,180,2018-02-06,ARG,EXIT,high
images/stamp479_rot220.png,stamp479,clean_stamps_cropped/stamp479.png,220,2018-02-06,ARG,EXIT,high
images/stamp493_rot000.png,stamp493,clean_stamps_cropped/stamp493.png,0,2019-05-14,MDV,ENTRY,high
images/stamp493_rot020.png,stamp493,clean_stamps_cropped/stamp493.png,20,2019-05-14,MDV,ENTRY,high
images/stamp493_rot045.png,stamp493,clean_stamps_cropped/stamp493.png,45,2019-05-14,MDV,ENTRY,high
images/stamp493_rot075.png,stamp493,clean_stamps_cropped/stamp493.png,75,2019-05-14,MDV,ENTRY,high
images/stamp493_rot090.png,stamp493,clean_stamps_cropped/stamp493.png,90,2019-05-14,MDV,ENTRY,high
images/stamp493_rot180.png,stamp493,clean_stamps_cropped/stamp493.png,180,2019-05-14,MDV,ENTRY,high
images/stamp493_rot220.png,stamp493,clean_stamps_cropped/stamp493.png,220,2019-05-14,MDV,ENTRY,high
images/stamp522_rot000.png,stamp522,clean_stamps_cropped/stamp522.png,0,2009-07-10,CHE,ENTRY,high
images/stamp522_rot020.png,stamp522,clean_stamps_cropped/stamp522.png,20,2009-07-10,CHE,ENTRY,high
images/stamp522_rot045.png,stamp522,clean_stamps_cropped/stamp522.png,45,2009-07-10,CHE,ENTRY,high
images/stamp522_rot075.png,stamp522,clean_stamps_cropped/stamp522.png,75,2009-07-10,CHE,ENTRY,high
images/stamp522_rot090.png,stamp522,clean_stamps_cropped/stamp522.png,90,2009-07-10,CHE,ENTRY,high
images/stamp522_rot180.png,stamp522,clean_stamps_cropped/stamp522.png,180,2009-07-10,CHE,ENTRY,high
images/stamp522_rot220.png,stamp522,clean_stamps_cropped/stamp522.png,220,2009-07-10,CHE,ENTRY,high
images/stamp544_rot000.png,stamp544,clean_stamps_cropped/stamp544.png,0,1991-05-23,BLZ,EXIT,med
images/stamp544_rot020.png,stamp544,clean_stamps_cropped/stamp544.png,20,1991-05-23,BLZ,EXIT,med
images/stamp544_rot045.png,stamp544,clean_stamps_cropped/stamp544.png,45,1991-05-23,BLZ,EXIT,med
images/stamp544_rot075.png,stamp544,clean_stamps_cropped/stamp544.png,75,1991-05-23,BLZ,EXIT,med
images/stamp544_rot090.png,stamp544,clean_stamps_cropped/stamp544.png,90,1991-05-23,BLZ,EXIT,med
images/stamp544_rot180.png,stamp544,clean_stamps_cropped/stamp544.png,180,1991-05-23,BLZ,EXIT,med
images/stamp544_rot220.png,stamp544,clean_stamps_cropped/stamp544.png,220,1991-05-23,BLZ,EXIT,med
images/stamp550_rot000.png,stamp550,clean_stamps_cropped/stamp550.png,0,2019-09-09,SGP,ENTRY,high
images/stamp550_rot020.png,stamp550,clean_stamps_cropped/stamp550.png,20,2019-09-09,SGP,ENTRY,high
images/stamp550_rot045.png,stamp550,clean_stamps_cropped/stamp550.png,45,2019-09-09,SGP,ENTRY,high
images/stamp550_rot075.png,stamp550,clean_stamps_cropped/stamp550.png,75,2019-09-09,SGP,ENTRY,high
images/stamp550_rot090.png,stamp550,clean_stamps_cropped/stamp550.png,90,2019-09-09,SGP,ENTRY,high
images/stamp550_rot180.png,stamp550,clean_stamps_cropped/stamp550.png,180,2019-09-09,SGP,ENTRY,high
images/stamp550_rot220.png,stamp550,clean_stamps_cropped/stamp550.png,220,2019-09-09,SGP,ENTRY,high
images/stamp583_rot000.png,stamp583,clean_stamps_cropped/stamp583.png,0,2024-01-02,PHL,EXIT,high
images/stamp583_rot020.png,stamp583,clean_stamps_cropped/stamp583.png,20,2024-01-02,PHL,EXIT,high
images/stamp583_rot045.png,stamp583,clean_stamps_cropped/stamp583.png,45,2024-01-02,PHL,EXIT,high
images/stamp583_rot075.png,stamp583,clean_stamps_cropped/stamp583.png,75,2024-01-02,PHL,EXIT,high
images/stamp583_rot090.png,stamp583,clean_stamps_cropped/stamp583.png,90,2024-01-02,PHL,EXIT,high
images/stamp583_rot180.png,stamp583,clean_stamps_cropped/stamp583.png,180,2024-01-02,PHL,EXIT,high
images/stamp583_rot220.png,stamp583,clean_stamps_cropped/stamp583.png,220,2024-01-02,PHL,EXIT,high
images/stamp617_rot000.png,stamp617,clean_stamps_cropped/stamp617.png,0,2013-05-13,SOM,EXIT,high
images/stamp617_rot020.png,stamp617,clean_stamps_cropped/stamp617.png,20,2013-05-13,SOM,EXIT,high
images/stamp617_rot045.png,stamp617,clean_stamps_cropped/stamp617.png,45,2013-05-13,SOM,EXIT,high
images/stamp617_rot075.png,stamp617,clean_stamps_cropped/stamp617.png,75,2013-05-13,SOM,EXIT,high
images/stamp617_rot090.png,stamp617,clean_stamps_cropped/stamp617.png,90,2013-05-13,SOM,EXIT,high
images/stamp617_rot180.png,stamp617,clean_stamps_cropped/stamp617.png,180,2013-05-13,SOM,EXIT,high
images/stamp617_rot220.png,stamp617,clean_stamps_cropped/stamp617.png,220,2013-05-13,SOM,EXIT,high
images/stamp687_rot000.png,stamp687,clean_stamps_cropped/stamp687.png,0,2022-10-05,IND,ENTRY,med
images/stamp687_rot020.png,stamp687,clean_stamps_cropped/stamp687.png,20,2022-10-05,IND,ENTRY,med
images/stamp687_rot045.png,stamp687,clean_stamps_cropped/stamp687.png,45,2022-10-05,IND,ENTRY,med
images/stamp687_rot075.png,stamp687,clean_stamps_cropped/stamp687.png,75,2022-10-05,IND,ENTRY,med
images/stamp687_rot090.png,stamp687,clean_stamps_cropped/stamp687.png,90,2022-10-05,IND,ENTRY,med
images/stamp687_rot180.png,stamp687,clean_stamps_cropped/stamp687.png,180,2022-10-05,IND,ENTRY,med
images/stamp687_rot220.png,stamp687,clean_stamps_cropped/stamp687.png,220,2022-10-05,IND,ENTRY,med
images/stamp730_rot000.png,stamp730,clean_stamps_cropped/stamp730.png,0,2006-10-05,HRV,EXIT,high
images/stamp730_rot020.png,stamp730,clean_stamps_cropped/stamp730.png,20,2006-10-05,HRV,EXIT,high
images/stamp730_rot045.png,stamp730,clean_stamps_cropped/stamp730.png,45,2006-10-05,HRV,EXIT,high
images/stamp730_rot075.png,stamp730,clean_stamps_cropped/stamp730.png,75,2006-10-05,HRV,EXIT,high
images/stamp730_rot090.png,stamp730,clean_stamps_cropped/stamp730.png,90,2006-10-05,HRV,EXIT,high
images/stamp730_rot180.png,stamp730,clean_stamps_cropped/stamp730.png,180,2006-10-05,HRV,EXIT,high
images/stamp730_rot220.png,stamp730,clean_stamps_cropped/stamp730.png,220,2006-10-05,HRV,EXIT,high
images/stamp747_rot000.png,stamp747,clean_stamps_cropped/stamp747.png,0,2008-07-10,CAN,,high
images/stamp747_rot020.png,stamp747,clean_stamps_cropped/stamp747.png,20,2008-07-10,CAN,,high
images/stamp747_rot045.png,stamp747,clean_stamps_cropped/stamp747.png,45,2008-07-10,CAN,,high
images/stamp747_rot075.png,stamp747,clean_stamps_cropped/stamp747.png,75,2008-07-10,CAN,,high
images/stamp747_rot090.png,stamp747,clean_stamps_cropped/stamp747.png,90,2008-07-10,CAN,,high
images/stamp747_rot180.png,stamp747,clean_stamps_cropped/stamp747.png,180,2008-07-10,CAN,,high
images/stamp747_rot220.png,stamp747,clean_stamps_cropped/stamp747.png,220,2008-07-10,CAN,,high
images/stamp861_rot000.png,stamp861,clean_stamps_cropped/stamp861.png,0,2019-06-01,BHS,,high
images/stamp861_rot020.png,stamp861,clean_stamps_cropped/stamp861.png,20,2019-06-01,BHS,,high
images/stamp861_rot045.png,stamp861,clean_stamps_cropped/stamp861.png,45,2019-06-01,BHS,,high
images/stamp861_rot075.png,stamp861,clean_stamps_cropped/stamp861.png,75,2019-06-01,BHS,,high
images/stamp861_rot090.png,stamp861,clean_stamps_cropped/stamp861.png,90,2019-06-01,BHS,,high
images/stamp861_rot180.png,stamp861,clean_stamps_cropped/stamp861.png,180,2019-06-01,BHS,,high
images/stamp861_rot220.png,stamp861,clean_stamps_cropped/stamp861.png,220,2019-06-01,BHS,,high
images/stamp911_rot000.png,stamp911,clean_stamps_cropped/stamp911.png,0,2012-12-24,PAN,ENTRY,high
images/stamp911_rot020.png,stamp911,clean_stamps_cropped/stamp911.png,20,2012-12-24,PAN,ENTRY,high
images/stamp911_rot045.png,stamp911,clean_stamps_cropped/stamp911.png,45,2012-12-24,PAN,ENTRY,high
images/stamp911_rot075.png,stamp911,clean_stamps_cropped/stamp911.png,75,2012-12-24,PAN,ENTRY,high
images/stamp911_rot090.png,stamp911,clean_stamps_cropped/stamp911.png,90,2012-12-24,PAN,ENTRY,high
images/stamp911_rot180.png,stamp911,clean_stamps_cropped/stamp911.png,180,2012-12-24,PAN,ENTRY,high
images/stamp911_rot220.png,stamp911,clean_stamps_cropped/stamp911.png,220,2012-12-24,PAN,ENTRY,high
images/stamp93_rot000.png,stamp93,clean_stamps_cropped/stamp93.png,0,2019-03-23,FIN,,high
images/stamp93_rot020.png,stamp93,clean_stamps_cropped/stamp93.png,20,2019-03-23,FIN,,high
images/stamp93_rot045.png,stamp93,clean_stamps_cropped/stamp93.png,45,2019-03-23,FIN,,high
images/stamp93_rot075.png,stamp93,clean_stamps_cropped/stamp93.png,75,2019-03-23,FIN,,high
images/stamp93_rot090.png,stamp93,clean_stamps_cropped/stamp93.png,90,2019-03-23,FIN,,high
images/stamp93_rot180.png,stamp93,clean_stamps_cropped/stamp93.png,180,2019-03-23,FIN,,high
images/stamp93_rot220.png,stamp93,clean_stamps_cropped/stamp93.png,220,2019-03-23,FIN,,high
images/stamp940_rot000.png,stamp940,clean_stamps_cropped/stamp940.png,0,2014-01-25,QAT,,high
images/stamp940_rot020.png,stamp940,clean_stamps_cropped/stamp940.png,20,2014-01-25,QAT,,high
images/stamp940_rot045.png,stamp940,clean_stamps_cropped/stamp940.png,45,2014-01-25,QAT,,high
images/stamp940_rot075.png,stamp940,clean_stamps_cropped/stamp940.png,75,2014-01-25,QAT,,high
images/stamp940_rot090.png,stamp940,clean_stamps_cropped/stamp940.png,90,2014-01-25,QAT,,high
images/stamp940_rot180.png,stamp940,clean_stamps_cropped/stamp940.png,180,2014-01-25,QAT,,high
images/stamp940_rot220.png,stamp940,clean_stamps_cropped/stamp940.png,220,2014-01-25,QAT,,high
images/stamp960_rot000.png,stamp960,clean_stamps_cropped/stamp960.png,0,2016-07-14,KOR,EXIT,high
images/stamp960_rot020.png,stamp960,clean_stamps_cropped/stamp960.png,20,2016-07-14,KOR,EXIT,high
images/stamp960_rot045.png,stamp960,clean_stamps_cropped/stamp960.png,45,2016-07-14,KOR,EXIT,high
images/stamp960_rot075.png,stamp960,clean_stamps_cropped/stamp960.png,75,2016-07-14,KOR,EXIT,high
images/stamp960_rot090.png,stamp960,clean_stamps_cropped/stamp960.png,90,2016-07-14,KOR,EXIT,high
images/stamp960_rot180.png,stamp960,clean_stamps_cropped/stamp960.png,180,2016-07-14,KOR,EXIT,high
images/stamp960_rot220.png,stamp960,clean_stamps_cropped/stamp960.png,220,2016-07-14,KOR,EXIT,high
images/stamp991_rot000.png,stamp991,clean_stamps_cropped/stamp991.png,0,2017-07-09,TWN,EXIT,high
images/stamp991_rot020.png,stamp991,clean_stamps_cropped/stamp991.png,20,2017-07-09,TWN,EXIT,high
images/stamp991_rot045.png,stamp991,clean_stamps_cropped/stamp991.png,45,2017-07-09,TWN,EXIT,high
images/stamp991_rot075.png,stamp991,clean_stamps_cropped/stamp991.png,75,2017-07-09,TWN,EXIT,high
images/stamp991_rot090.png,stamp991,clean_stamps_cropped/stamp991.png,90,2017-07-09,TWN,EXIT,high
images/stamp991_rot180.png,stamp991,clean_stamps_cropped/stamp991.png,180,2017-07-09,TWN,EXIT,high
images/stamp991_rot220.png,stamp991,clean_stamps_cropped/stamp991.png,220,2017-07-09,TWN,EXIT,high
images/stamp999_rot000.png,stamp999,clean_stamps_cropped/stamp999.png,0,2004-12-20,CHE,ENTRY,med
images/stamp999_rot020.png,stamp999,clean_stamps_cropped/stamp999.png,20,2004-12-20,CHE,ENTRY,med
images/stamp999_rot045.png,stamp999,clean_stamps_cropped/stamp999.png,45,2004-12-20,CHE,ENTRY,med
images/stamp999_rot075.png,stamp999,clean_stamps_cropped/stamp999.png,75,2004-12-20,CHE,ENTRY,med
images/stamp999_rot090.png,stamp999,clean_stamps_cropped/stamp999.png,90,2004-12-20,CHE,ENTRY,med
images/stamp999_rot180.png,stamp999,clean_stamps_cropped/stamp999.png,180,2004-12-20,CHE,ENTRY,med
images/stamp999_rot220.png,stamp999,clean_stamps_cropped/stamp999.png,220,2004-12-20,CHE,ENTRY,med
